scorer,,,rishi,rishi,rishi,rishi,rishi,rishi,rishi,rishi,rishi,rishi
labeled-data,training,74.png,70.95328338057526,30.608813056145515,80.47427696146163,26.46925062967319,83.37197065999226,52.54849391644887,94.54878921146754,107.60467418853085,101.5860453364705,104.29302424735297
labeled-data,training,8.png,31.690637101460823,78.62615344084891,34.78424892148164,69.62655541897017,55.31458190889252,79.46986575540004,114.09320648928804,92.68802535003444,100.31257201828623,103.09381056283173
labeled-data,training,9.png,38.44033561786988,132.90497901030508,35.90919867421648,124.74909330297744,55.87705678525994,120.5305317302218,115.4993936802066,97.46906179915752,104.24989615285818,107.03113469740369
labeled-data,training,frame_00033.png,597.8883562101114,836.921200361898,594.0741930103447,830.56426169562,618.8662538088283,823.5716291627143,677.9857834052125,798.143874497603,465.43120369213625,462.16762643464114
labeled-data,training,frame_00047.png,461.62962896236695,239.85897604798288,462.43375312609106,229.6432103381774,483.2269960965232,241.96513209843346,536.3652836876274,261.2181348488336,473.98613642156477,462.5428270487035
labeled-data,training,frame_00062.png,109.87029668700079,311.6471816119647,102.15494959154812,305.64635609327934,123.15783890694706,286.7866187488395,149.30429295264773,258.0683823379879,473.37579005344713,464.6322225306562
labeled-data,training,frame_00069.png,527.4353729242725,241.84952993839994,522.3728041462304,250.28714456847018,501.88145433034543,233.17084060461337,447.88072069789575,201.10790501034637,476.63074033003033,463.351401758453
labeled-data,training,frame_00088.png,251.00542903122974,717.601521523735,243.11505676699943,721.8501835121666,232.49340179592016,699.999921857375,198.50410588846648,650.2298814214607,468.5086693497134,461.2693289855315
labeled-data,training,frame_00096.png,251.40010034612158,565.1685555432749,249.3374581547944,555.8866656823026,274.6048249985523,555.8866656823026,335.45276964270414,546.0891152734985,468.5332452164888,454.43385818807917
labeled-data,training,frame_00105.png,186.84827492156208,410.140777078685,191.70801935275537,418.8883170548329,169.83916941238547,428.1218314741002,126.10146953164565,460.6821191630954,467.6748704098246,462.00129687420224
labeled-data,training,frame_00120.png,140.02644224596207,641.9730145167043,143.41157565093465,633.3563113040469,163.7223760807701,650.5897177293618,204.65171634089302,669.669560557389,469.2680685116461,460.93382744603423
labeled-data,training,frame_00129.png,503.7691373057553,765.4642121253802,511.1415568053934,771.6846910781999,489.9458507439339,785.9687538587488,457.0003511049259,818.2230891696656,468.90009456321866,469.9764928268531
labeled-data,training,frame_00133.png,312.4674424512067,735.0101293508685,320.80415939029103,729.1744274935094,332.0587272580549,750.4330556881746,374.5759836473852,797.5355063940012,471.88669342735335,455.5571100336682
labeled-data,training,frame_01032.png,337.69465412581536,796.0067763846707,336.18007189900953,802.065105291894,316.0577651714462,791.2466608147095,266.0765516868534,770.0425096394277,506.6595140355704,459.0408801719389
labeled-data,training,frame_01299.png,670.4610126991274,161.1809548001305,671.0375336405506,153.10966162020605,691.9844611789259,159.8357392701431,741.75743578846,168.29137974434965,500.9182883539743,468.9095523582174
labeled-data,training,frame_01381.png,482.20627683811944,77.68490853017165,484.5343910368882,71.16618877361901,505.7202302456843,79.08177704943293,558.619385058618,91.16368040561882,499.1484266297917,467.56050072029325
labeled-data,training,frame_01472.png,228.91541415578098,186.13536549762324,224.20571171913016,181.42566306097243,243.82947187184192,167.68903095407418,285.14099976739357,132.33110450208846,503.38874378863983,453.74703666729255
labeled-data,training,frame_01512.png,770.265959245689,201.1612102356453,775.2459580761747,208.00870862756304,763.0034609512309,211.536207799157,722.9559703560757,244.52870005112425,501.25605164071663,461.287188920664
labeled-data,training,frame_01534.png,704.2636668685254,138.0714145537886,701.929404104212,144.92831142395917,690.5498731281842,133.9864547162402,656.9948458911794,115.60413544727228,497.92387716095175,461.23960909358937
labeled-data,training,frame_01563.png,503.100811163983,78.04003160762642,507.0595346403311,73.65715918738387,516.2494284247107,81.57460614008009,551.3841048493412,106.28861365971795,512.8373635589383,470.58844437155574
labeled-data,training,frame_01595.png,575.4370729934091,152.71945899267666,584.3783225217571,154.66320889014366,575.8258229729024,172.15695796734644,557.9433239162063,223.47195526047466,499.6992374997918,465.6374020934275
labeled-data,training,frame_01704.png,438.76243419824016,81.39897349599177,439.4850224547752,88.26356193307464,417.807374758724,87.17967954827208,358.1938435945833,96.57332688322758,514.4920075295709,467.0164304775956
labeled-data,training,frame_01792.png,453.0588800190784,74.55025120456052,459.45439000725963,76.78867970042394,445.3842680332609,84.4632916862414,407.33098360358275,123.15612711473771,509.9131712682238,461.5776195409086
labeled-data,training,img0033.png,323.9279759046584,353.3338805639261,322.4042418060499,360.9525510569685,300.31009737622674,357.90508285975153,257.6455426151889,354.85761466253456,499.070005297291,470.8315201096458
labeled-data,training,img0100.png,572.9717931692351,561.2175542856185,572.9717931692351,570.0076990274747,549.1651511600411,564.1476025329039,483.2390655961193,564.1476025329039,504.1795742578211,470.0267726301211
labeled-data,training,img0202.png,378.5074999670316,342.4060420848039,385.3056033137284,342.4060420848039,380.3615281524944,368.9804460764368,377.2714811767231,431.39939498701636,509.5191783105002,477.7039633931359
labeled-data,training,img0268.png,282.6475924172041,396.12997188773136,275.159903185556,395.7358829808025,279.4948811617733,371.69645965814277,279.8889700687022,309.0363234564561,505.6253310295143,470.3155256215807
labeled-data,training,img0385.png,421.68404388954525,490.34411255598343,419.98197003812345,498.0034448873817,396.1529361182178,487.7910017788507,332.32516668989905,472.8978555789097,512.0037596847498,472.7799747662276
labeled-data,training,img0464.png,323.90260778877814,306.6458923456365,328.67279435022925,299.7887491635505,350.73490719694087,317.67694876899236,399.03304613163374,342.12415489642945,507.4818513934254,475.375192307455
labeled-data,training,img0511.png,679.343260167778,565.3476200513496,688.6778541792141,565.555055473826,682.8696623498761,592.5216603957525,676.5299258564304,654.364103712278,502.77359958543735,459.0762163889907
labeled-data,training,img0685.png,597.5396950010553,575.8693100938593,602.9855024649452,570.151212256775,620.6843767225873,591.9344421123345,672.2060194531225,641.0054900690477,499.3493872854855,471.03805637278157
labeled-data,training,img0713.png,546.6635998452149,274.84852579973654,538.4870789857785,273.4857723231638,546.2093486863573,248.72908416542597,557.1113764989391,184.2254196076503,504.77872536178194,470.57453462606793
labeled-data,training,img0886.png,670.8434821672378,374.2261538790646,670.1837423193224,365.3196659322074,695.2538565401056,366.96901555199577,759.9083616358098,361.0313569207576,497.5809783718435,470.13216738566047
labeled-data,training,img1070.png,624.5393106890311,678.7842562167493,633.1551712206094,678.7842562167493,631.6696780255097,703.740541894424,636.7203548888486,767.0225520056707,498.9673810838476,472.82665901109067
labeled-data,training,img1076.png,348.20125518087434,665.1990995215684,343.68396435540745,657.7588558090348,368.6619253903418,648.724274158101,422.8694152959442,620.0261912668998,513.7875077722083,474.55826287816774
labeled-data,training,img1093.png,762.1748467587837,767.4959311356238,766.2113395612952,772.244746197402,743.4170272647597,783.5231819691253,720.4537738353608,794.862691393573,503.8159054657887,478.05380599807023
labeled-data,training,img1153.png,500.5855920533637,282.4732431146328,494.1022487022854,275.66573259600057,517.7664519337211,260.75404288852053,564.5558543577163,216.89264560861102,497.8579969758554,481.81649571494506
labeled-data,training,img1174.png,411.5865167841072,231.4962254405452,419.5938740711063,234.2573831257173,407.9970117933835,257.45110768116297,386.18386608052384,319.57715559753535,505.8469153554644,480.06398154410164
labeled-data,training,img1229.png,406.1216130370511,852.5419854631501,399.1579642931336,854.5005116723769,394.6968768165615,832.30388130114,386.5839581957455,776.4389906354871,506.92859178186967,477.1349228480993
labeled-data,training,img1459.png,526.3446580354314,76.64781753280703,535.1306372706366,77.4230509947369,529.1871807291743,96.0286540810539,526.603069189408,149.002940646262,512.5303837741799,488.65438236783706
labeled-data,training,img1502.png,766.1833258210072,176.98273574585897,771.7491906371793,182.36307173482538,754.30948087984,193.12374371275814,721.4708784644245,222.9938848928819,497.1683332444555,485.0001230688655
labeled-data,training,img1636.png,904.3294129055084,459.04956706810225,904.5065532532544,462.06095297978396,882.0097290895146,463.21236524013284,833.2549988391986,472.41144853385083,514.1903617831007,472.9182251396006
labeled-data,training,img1744.png,239.74788067862914,182.67210819790682,238.9267756186668,176.7190965131797,261.50716476763176,173.02412374334907,316.52120378511,167.27638832361254,504.76754496668366,483.49354724143484
